"Species","sizeWeight","disWeight","HAIC","IntraHAIC","InterHAIC"
"Black spruce","6.8",0.1,59193.8430714496,59838.4164621964,65326.6080053722
"Other species","6.8",0.1,20228.6407594974,21842.8460124239,21904.8271061467
"All species","6.8",0.2,152934.803494505,157779.940892234,169482.394911253
"Jack pine","6.8",0.2,40955.9406763766,41184.97640377,45356.1236744454
"Trembling aspen","6.8",0.2,31355.7315150128,32382.307355266,34732.0896211138
"Black spruce","6.8",0.2,59182.8684198872,59799.3478213409,65279.3876074684
"Other species","6.8",0.2,20219.9921872393,21810.9754296551,21880.5014568006
"All species","6.8",0.3,152892.578088158,157636.409487884,169355.023116562
"Jack pine","6.8",0.3,40942.9447390838,41171.264515192,45340.3514947086
"Trembling aspen","6.8",0.3,31345.7093565727,32359.2884993968,34711.1528748793
"Black spruce","6.8",0.3,59171.1832122808,59760.5421677004,65233.2570072639
"Other species","6.8",0.3,20210.7490111421,21779.4500656039,21856.3666267343
"All species","6.8",0.4,152846.424164493,157492.360659388,169229.614944134
"Jack pine","6.8",0.4,40928.1097965064,41156.0333805985,45324.8912967565
"Trembling aspen","6.8",0.4,31334.639900889,32335.6072549732,34689.9810653303
"Black spruce","6.8",0.4,59158.7526833375,59722.2774196182,65188.4253413747
"Other species","6.8",0.4,20200.9747257362,21748.6358363098,21832.5043038647
"All species","6.8",0.5,152796.188180271,157348.733492784,169106.713795852
"Jack pine","6.8",0.5,40911.2342829872,41139.1474483702,45309.8775500237
"Trembling aspen","6.8",0.5,31322.4565423767,32311.296909376,34668.6247052446
"Black spruce","6.8",0.5,59145.5747037906,59684.9335279274,65145.1228486168
"Other species","6.8",0.5,20190.7748936694,21718.9678488806,21809.0089770773
"All species","6.8",0.6,152741.871584851,157206.786007469,168986.901750458
"Jack pine","6.8",0.6,40892.1411823095,41120.5123260454,45295.4549915932
"Trembling aspen","6.8",0.6,31309.1298937613,32286.449362298,34647.139255941
"Black spruce","6.8",0.6,59131.7020923504,59649.0337309829,65103.6022244593
"Other species","6.8",0.6,20180.3109886179,21690.9428193653,21785.9874118214
"All species","6.8",0.7,152683.723238014,157068.185754985,168870.798997611
"Jack pine","6.8",0.7,40870.706906058,41100.1043994038,45281.7766556772
"Trembling aspen","6.8",0.7,31294.6913808139,32261.2363396455,34625.5856883622
"Black spruce","6.8",0.7,59117.2738842152,59615.3032988776,65064.1395238692
"Other species","6.8",0.7,20169.8170147117,21665.1094452024,21763.5594198066
"All species","6.8",0.8,152622.361186844,156935.121557853,168759.064767917
"Jack pine","6.8",0.8,40846.9009897773,41078.0086182401,45269.001913768
"Trembling aspen","6.8",0.8,31279.2635976903,32235.9360154729,34604.0314525648
"Black spruce","6.8",0.8,59102.5566148853,59584.7386464395,65027.0341666762
"Other species","6.8",0.8,20159.6180262593,21642.0560852239,21741.8602605457
"All species","6.8",0.9,152558.921037973,156810.420894952,168652.39953786
"Jack pine","6.8",0.9,40820.835895578,41054.4625816779,45257.2947095428
"Trembling aspen","6.8",0.9,31263.0977694747,32210.9650995219,34582.5518995788
"Black spruce","6.8",0.9,59087.9946440231,59558.6741639558,64992.6074422924
"Other species","6.8",0.9,20150.1482674512,21622.3950582537,21721.0446482144
"All species","6.8",1,152495.217312131,156697.649058337,168551.547548389
"Jack pine","6.8",1,40792.8225326922,41029.9017045773,45246.8220351797
"Trembling aspen","6.8",1,31246.6171258861,32186.9136326212,34561.2321208849
"Black spruce","6.8",1,59074.2649454449,59538.8312541702,64961.198994495
"Other species","6.8",1,20141.9646526794,21606.7436707235,21701.2918331688
"All species","6.8",1.1,152433.889724257,156601.155492072,168457.297839786
"Jack pine","6.8",1.1,40763.4224765342,41004.9959126646,45237.7525039696
"Trembling aspen","6.8",1.1,31230.4614842189,32164.5748861409,34540.1689857428
"Black spruce","6.8",1.1,59062.3270371721,59527.3324785107,64933.1611161957
"Other species","6.8",1.1,20135.7494681158,21595.7021850049,21682.8105051932
"All species","6.8",1.2,152378.493784109,156526.023474425,168370.481257663
"Jack pine","6.8",1.2,40733.4840029518,40980.6651763363,45230.2546384794
"Trembling aspen","6.8",1.2,31215.5232472647,32144.9578185612,34519.4729258838
"Black spruce","6.8",1.2,59053.4543906201,59526.6621805033,64908.8510630647
"Other species","6.8",1.2,20132.2961681999,21589.8281909499,21665.8415797047
"All species","6.8",1.3,152333.492247726,156477.883301765,168291.960701038
"Jack pine","6.8",1.3,40704.1481038697,40958.0623245363,45224.4942842465
"Trembling aspen","6.8",1.3,31202.9605165572,32129.2683068272,34499.2689165507
"Black spruce","6.8",1.3,59049.2322270689,59539.5564715475,64888.6216978755
"Other species","6.8",1.3,20132.4754068489,21589.6067776457,21650.656883545
"All species","6.8",1.4,152304.115572125,156462.574325935,168222.612789209
"Jack pine","6.8",1.4,40676.8138954894,40938.5178209771,45220.6305655659
"Trembling aspen","6.8",1.4,31194.1725257037,32118.8504597264,34479.6962713861
"Black spruce","6.8",1.4,59051.5100870051,59568.8149983815,64872.8105649039
"Other species","6.8",1.4,20137.1837846822,21595.4176516781,21637.5527270718
"All species","6.8",1.5,152296.083859559,156485.68085361,168163.301042409
"Jack pine","6.8",1.5,40653.059965167,40923.4499744208,45218.8102009605
"Trembling aspen","6.8",1.5,31190.7286666158,32115.0893807176,34460.9072250983
"Black spruce","6.8",1.5,59062.3058373826,59617.0452411927,64861.7272516183
"Other species","6.8",1.5,20147.2817645883,21607.5029777538,21626.8388719856
"All species","6.8",1.6,152315.213129459,156552.00535758,168114.842679559
"Jack pine","6.8",1.6,40634.5277476834,40914.2520352811,45219.1606698458
"Trembling aspen","6.8",1.6,31194.2539534845,32119.2875185815,34443.0645314815
"Black spruce","6.8",1.6,59083.6684085021,59686.3722241824,64855.6389814566
"Other species","6.8",1.6,20163.5283551923,21625.9414587783,21618.824529247
"All species","6.8",1.7,152366.956427158,156665.066809671,168077.972306472
"Jack pine","6.8",1.7,40622.7827494267,40912.1729998531,45221.7832374731
"Trembling aspen","6.8",1.7,31206.2859528655,32132.5343977644,34426.3382422241
"Black spruce","6.8",1.7,59117.516031199,59778.1644257441,64854.754968209
"Other species","6.8",1.7,20186.5201481066,21650.6341746543,21613.8033020562
"All species","6.8",1.8,152455.946828694,156826.715296847,168053.306022563
"Jack pine","6.8",1.8,40619.1762932307,40918.210885142,45226.7468757369
"Trembling aspen","6.8",1.8,31228.12597865,32155.5923000252,34410.9015834881
"Black spruce","6.8",1.8,59165.4722774888,59892.832335645,64859.2109730821
"Other species","6.8",1.8,20216.6423047943,21681.305911185,21612.0387555872
"All species","6.8",1.9,152585.610137466,157036.933908639,168041.309324426
"Jack pine","6.8",1.9,40624.7314394109,40933.0350385315,45234.0837401578
"Trembling aspen","6.8",1.9,31260.7090317245,32188.8180644509,34396.9257645234
"Black spruce","6.8",1.9,59228.7227233289,60029.7445634151,64869.0562675834
"Other species","6.8",1.9,20254.0383420725,21717.5224939846,21613.7519779587
"All species","6.8",2,152757.90111172,157293.858567828,168042.27194561
"Jack pine","6.8",2,40640.0710111935,40956.9478936118,45243.7864026771
"Trembling aspen","6.8",2,31304.513507994,32232.133943803,34384.5738327009
"Black spruce","6.8",2,59307.9111840576,60187.2790339725,64884.2453797994
"Other species","6.8",2,20298.6031748837,21758.7210918586,21619.1121262599
"All species","6.9",0,153087.034373202,158090.282662165,169760.385078771
"Jack pine","6.9",0,40995.7203171909,41222.5913804633,45387.3400895842
"Trembling aspen","6.9",0,31400.8262397124,32438.3180966068,34775.9385791041
"Black spruce","6.9",0,59224.9283198683,59891.6857892158,65384.8116788373
"Other species","6.9",0,20249.6716324784,21876.6197396586,21933.6816139782
"All species","6.9",0.1,153052.279383873,157951.318066713,169630.928016603
"Jack pine","6.9",0.1,40985.9201523386,41211.6023537048,45371.2653083927
"Trembling aspen","6.9",0.1,31392.7620446819,32416.8999997025,34755.7687359524
"Black spruce","6.9",0.1,59214.7226601128,59853.1172790771,65336.8612005644
"Other species","6.9",0.1,20241.7314682414,21844.9238788749,21909.3330868684
"All species","6.9",0.2,153014.14708773,157810.712737686,169502.411356173
"Jack pine","6.9",0.2,40974.7010066289,41199.419685114,45355.2510583631
"Trembling aspen","6.9",0.2,31383.8397743962,32394.8711895127,34735.2772619203
"Black spruce","6.9",0.2,59203.8644948112,59814.618393944,65289.7964272559
"Other species","6.9",0.2,20233.1670330162,21813.2810085365,21885.1079680763
"All species","6.9",0.3,152972.350259517,157668.9198585,169375.288663342
"Jack pine","6.9",0.3,40961.864350746,41185.8841694377,45339.4032910888
"Trembling aspen","6.9",0.3,31373.9659910498,32372.1941574312,34714.5044210848
"Black spruce","6.9",0.3,59192.3016925746,59776.3849508508,65243.805189253
"Other species","6.9",0.3,20224.0092788485,21781.9789908859,21861.0734925708
"All species","6.9",0.4,152926.643619207,157526.605175674,169250.056162605
"Jack pine","6.9",0.4,40947.2042638773,41170.8409822882,45323.841313303
"Trembling aspen","6.9",0.4,31363.054072092,32348.8586570432,34693.4952860065
"Black spruce","6.9",0.4,59179.9991927243,59738.6893918895,65199.094619443
"Other species","6.9",0.4,20214.3195867074,21751.3782905952,21837.3107137671
"All species","6.9",0.5,152876.867997943,157384.684467765,169127.251014724
"Jack pine","6.9",0.5,40930.5192704862,41154.1540967766,45308.6967299109
"Trembling aspen","6.9",0.5,31351.0361527662,32324.894914481,34672.2996950926
"Black spruce","6.9",0.5,59166.9539515699,59701.9038862801,65155.8927131821
"Other species","6.9",0.5,20204.2005363114,21721.9072949578,21813.913380374
"All species","6.9",0.6,152823.015233337,157244.384931074,169007.449850478
"Jack pine","6.9",0.6,40911.6313494302,41135.7274397439,45294.1119161775
"Trembling aspen","6.9",0.6,31337.8801853304,32300.3900494997,34650.9724364321
"Black spruce","6.9",0.6,59153.2169139465,59666.5408483427,65114.4496920865
"Other species","6.9",0.6,20193.8095093257,21694.0547838615,21790.987420119
"All species","6.9",0.7,152765.318917164,157107.334096611,168891.268330624
"Jack pine","6.9",0.7,40890.414215142,41115.5339408034,45280.2382335288
"Trembling aspen","6.9",0.7,31323.6128805791,32275.5087604088,34629.5737475874
"Black spruce","6.9",0.7,59138.9238199196,59633.3107268982,65075.0389387019
"Other species","6.9",0.7,20183.3750382998,21668.360436044,21768.6516709634
"All species","6.9",0.8,152704.374068699,156975.669731881,168779.362096259
"Jack pine","6.9",0.8,40866.832243158,41093.6526305231,45267.2342186989
"Trembling aspen","6.9",0.8,31308.3492315681,32250.5193116917,34608.1702009121
"Black spruce","6.9",0.8,59124.3358976948,59603.1900673553,65037.9570524299
"Other species","6.9",0.8,20173.2150465699,21645.4027590113,21747.040190186
"All species","6.9",0.9,152641.283068953,156852.155629844,168672.428878655
"Jack pine","6.9",0.9,40840.9893688377,41070.3119799626,45255.2639094649
"Trembling aspen","6.9",0.9,31292.3289790383,32225.8249183636,34586.8360248036
"Black spruce","6.9",0.9,59109.8894910616,59577.4874328586,65003.5224214027
"Other species","6.9",0.9,20163.7547443098,21625.7837872985,21726.3061189526
"All species","6.9",1,152577.814558446,156740.280011943,168571.210820924
"Jack pine","6.9",1,40813.1836923845,41045.9343885899,45244.4953381962
"Trembling aspen","6.9",1,31275.958903085,32201.9978914437,34565.6548369402
"Black spruce","6.9",1,59096.2501266263,59557.8920049399,64972.0717937592
"Other species","6.9",1,20155.5399833743,21610.110672804,21706.6265882085
"All species","6.9",1.1,152516.547849381,156644.302760971,168476.495259841
"Jack pine","6.9",1.1,40783.9589912936,41021.1724771655,45235.0990433723
"Trembling aspen","6.9",1.1,31259.8564369429,32179.8091824729,34544.7215858932
"Black spruce","6.9",1.1,59084.3618497477,59546.4881567391,64943.9546854663
"Other species","6.9",1.1,20149.2400714636,21598.9743709364,21688.2074438584
"All species","6.9",1.2,152460.963107214,156569.208540875,168389.111499541
"Jack pine","6.9",1.2,40754.1405560384,40996.9247654379,45227.2462300496
"Trembling aspen","6.9",1.2,31244.8851521212,32160.2411250463,34524.1442716035
"Black spruce","6.9",1.2,59075.4783960305,59545.7177552257,64919.5258411508
"Other species","6.9",1.2,20145.6340451978,21592.9248585081,21671.2858977456
"All species","6.9",1.3,152415.434732934,156520.526617223,168309.920943123
"Jack pine","6.9",1.3,40724.8418217177,40974.3194196582,45221.106018579
"Trembling aspen","6.9",1.3,31232.1682664648,32144.4699366899,34504.0449162339
"Black spruce","6.9",1.3,59071.161361937,59558.2733468259,64899.1360630672
"Other species","6.9",1.3,20145.5776069118,21592.4422168608,21656.1291733814
"All species","6.9",1.4,152385.096704337,156504.002677428,168239.798843352
"Jack pine","6.9",1.4,40697.4314101522,40954.6608478639,45216.841237887
"Trembling aspen","6.9",1.4,31223.0658031219,32133.8094642041,34484.5594210407
"Black spruce","6.9",1.4,59073.2339580779,59586.9146194427,64883.1215016386
"Other species","6.9",1.4,20149.9531578673,21597.9046023048,21643.028177158
"All species","6.9",1.5,152375.57235531,156525.146583876,168179.607805208
"Jack pine","6.9",1.5,40673.4571169933,40939.3424770081,45214.6026165961
"Trembling aspen","6.9",1.5,31219.106859516,32129.6173918058,34465.83628991
"Black spruce","6.9",1.5,59083.6870529468,59634.2184025806,64871.7912472344
"Other species","6.9",1.5,20159.6092283955,21609.5567093937,21632.2867232692
"All species","6.9",1.6,152392.590642967,156588.717470995,168130.165111941
"Jack pine","6.9",1.6,40654.5326413777,40929.7367892417,45214.5218817743
"Trembling aspen","6.9",1.6,31221.8795991245,32133.1755346872,34448.0344377391
"Black spruce","6.9",1.6,59104.5446219917,59702.2940972516,64865.4131371273
"Other species","6.9",1.6,20175.2966942783,21627.4840825114,21624.207929964
"All species","6.9",1.7,152441.537903621,156698.231460382,168092.20704781
"Jack pine","6.9",1.7,40642.202320937,40927.0789028627,45216.7047695641
"Trembling aspen","6.9",1.7,31232.8933094937,32145.5632291797,34431.3202231406
"Black spruce","6.9",1.7,59137.7049817975,59792.5140053822,64864.1982708728
"Other species","6.9",1.7,20197.6091252098,21651.5986977385,21619.079649734
"All species","6.9",1.8,152527.010248488,156855.58085208,168066.353606363
"Jack pine","6.9",1.8,40637.8058506284,40932.3619000124,45221.2249685333
"Trembling aspen","6.9",1.8,31253.4343356447,32167.5455586955,34415.8635833577
"Black spruce","6.9",1.8,59184.7795894619,59905.3137575434,64868.2856390893
"Other species","6.9",1.8,20226.9346171611,21681.6395462906,21617.1605378403
"All species","6.9",1.9,152652.43257582,157060.834469175,168053.076824202
"Jack pine","6.9",1.9,40642.3660107006,40946.2600395909,45228.1196359318
"Trembling aspen","6.9",1.9,31284.4393410617,32199.495949239,34401.833060324
"Black spruce","6.9",1.9,59246.9517014241,60040.1070412139,64877.7290444869
"Other species","6.9",1.9,20263.4257648305,21717.1888399564,21618.668042471
"All species","6.9",2,152819.796805724,157312.249993947,168052.675782752
"Jack pine","6.9",2,40656.5169658226,40969.0901043576,45237.3866687862
"Trembling aspen","6.9",2,31326.4061464761,32241.3658440316,34389.3897923513
"Black spruce","6.9",2,59324.8734531069,60195.3323330999,64892.4886859757
"Other species","6.9",2,20306.992159384,21757.7009931137,21623.7692511753
"All species","7",0,153165.320085158,158118.42401075,169779.782386834
"Jack pine","7",0,41014.009260322,41236.6266302267,45386.6253973755
"Trembling aspen","7",0,31428.2135495945,32450.182479544,34778.7784563914
"Black spruce","7",0,59245.7692162264,59906.1765421086,65394.8743014092
"Other species","7",0,20262.6465377579,21878.563709995,21938.1118638801
"All species","7",0.1,153130.943420822,157981.139801874,169650.712620662
"Jack pine","7",0.1,41004.3370986314,41225.7889387291,45370.5247594231
"Trembling aspen","7",0.1,31420.2757716543,32429.0877038271,34758.7714305105
"Black spruce","7",0.1,59235.6725269001,59868.1639901221,65347.0945489619
"Other species","7",0.1,20254.7868880738,21847.0956203913,21913.8625033461
"All species","7",0.2,153093.212054179,157842.238688983,169522.525108725
"Jack pine","7",0.2,40993.2594641088,41213.7679855713,45354.4658073886
"Trembling aspen","7",0.2,31411.4890953495,32407.3886033792,34738.4429800083
"Black spruce","7",0.2,59224.9290845422,59830.2267856674,65300.1860426581
"Other species","7",0.2,20246.3057717839,21815.6804069367,21889.7365889133
"All species","7",0.3,153051.837768233,157702.162117558,169395.666118464
"Jack pine","7",0.3,40980.5789450718,41200.4053125048,45338.5512224757
"Trembling aspen","7",0.3,31401.7603163364,32385.0468715165,34717.8325867528
"Black spruce","7",0.3,59213.4868429775,59792.5570921073,65254.3348398843
"Other species","7",0.3,20237.2327417495,21784.6018058728,21865.8008434476
"All species","7",0.4,153006.572524921,157561.559028145,169270.624844986
"Jack pine","7",0.4,40966.0903899587,41185.5464020721,45322.8970976265
"Trembling aspen","7",0.4,31391.0025118877,32362.05055721,34696.984584392
"Black spruce","7",0.4,59201.31045449,59755.4219321371,65209.7460859277
"Other species","7",0.4,20227.6271267779,21754.2149237199,21842.1356608751
"All species","7",0.5,152957.251738529,157421.322343743,169147.931935382
"Jack pine","7",0.5,40949.5924538172,41169.0547876159,45307.6320658408
"Trembling aspen","7",0.5,31379.1466423853,32338.4269334006,34675.948111686
"Black spruce","7",0.5,59188.3959803966,59719.1857903169,65166.6455555643
"Other species","7",0.5,20217.5886043276,21724.9415406714,21818.834023946
"All species","7",0.6,152903.857941442,157282.649041194,169028.158236424
"Jack pine","7",0.6,40930.9061864957,41150.8327836985,45292.895969756
"Trembling aspen","7",0.6,31366.1581367595,32314.258499049,34654.7772676006
"Black spruce","7",0.6,59174.7925280552,59684.3504082472,65125.2810205131
"Other species","7",0.6,20207.2705684747,21697.262627333,21796.0010043755
"All species","7",0.7,152846.609898034,157147.127412293,168911.914500028
"Jack pine","7",0.7,40909.9027328264,41130.8499795347,45278.8382664822
"Trembling aspen","7",0.7,31352.0592032833,32289.7031492372,34633.5315568688
"Black spruce","7",0.7,59160.6326038155,59651.6116369136,65085.9232106111
"Other species","7",0.7,20196.896213086,21671.7089757367,21773.7544671328
"All species","7",0.8,152786.080219473,157016.845155342,168799.852384237
"Jack pine","7",0.8,40886.5415078197,41109.1796668181,45265.6163758224
"Trembling aspen","7",0.8,31336.9575501385,32265.0195453899,34612.2766977256
"Black spruce","7",0.8,59146.1722251859,59621.9264668338,65048.8659168287
"Other species","7",0.8,20186.7764961742,21648.8493665855,21752.227300658
"All species","7",0.9,152723.338909843,156894.503587042,168692.666505962
"Jack pine","7",0.9,40860.918214313,41086.0414513931,45253.3941146688
"Trembling aspen","7",0.9,31321.081887067,32240.597814435,34591.0858475096
"Black spruce","7",0.9,59131.8398635814,59596.5780549586,65014.4246292659
"Other species","7",0.9,20177.3277948017,21629.275651894,21731.5711531868
"All species","7",1,152660.109852863,156783.515289565,168591.096607163
"Jack pine","7",1,40833.3185536492,41061.8450774548,45242.3402321663
"Trembling aspen","7",1,31304.8231689996,32216.9930583788,34570.0412318301
"Black spruce","7",1,59118.2898002431,59577.2238930365,64982.9331953387
"Other species","7",1,20169.0851329914,21613.5848915882,21711.9611752207
"All species","7",1.1,152598.913380088,156688.052193385,168495.928119133
"Jack pine","7",1.1,40804.2690436775,41037.226323294,45232.6268876835
"Trembling aspen","7",1.1,31288.7772661867,32194.9545448747,34549.2359891
"Black spruce","7",1.1,59106.4508759871,59565.9107911195,64954.7383402966
"Other species","7",1.1,20162.7051001174,21602.35874176,21693.6005735463
"All species","7",1.2,152543.156013042,156613.002026848,168407.988722739
"Jack pine","7",1.2,40774.5726493913,41013.0628102307,45224.4277086967
"Trembling aspen","7",1.2,31273.7799387429,32175.4387096398,34528.7758216068
"Black spruce","7",1.2,59097.5574243976,59565.0388120649,64930.1922724524
"Other species","7",1.2,20158.9525824831,21596.1395058571,21676.7231243061
"All species","7",1.3,152497.125687343,156563.794587041,168328.138357637
"Jack pine","7",1.3,40745.3159957156,40990.4586460584,45217.9148913805
"Trembling aspen","7",1.3,31260.9206999097,32159.592868598,34508.7799471901
"Black spruce","7",1.3,59093.1478023206,59577.2575761276,64909.6436909022
"Other species","7",1.3,20158.6685768709,21595.4021207989,21661.5917629002
"All species","7",1.4,152465.861809565,156546.083087775,168257.251023519
"Jack pine","7",1.4,40717.8379751265,40970.6927746067,45213.2548360106
"Trembling aspen","7",1.4,31251.5216034331,32148.7012952095,34489.3810054256
"Black spruce","7",1.4,59095.0192950397,59605.2873066013,64893.4272854577
"Other species","7",1.4,20162.721472206,21600.5229784154,21648.4923249432
"All species","7",1.5,152454.892625124,156565.303480464,168196.188551961
"Jack pine","7",1.5,40693.6562763746,40955.1342342349,45210.6022060045
"Trembling aspen","7",1.5,31247.0725965546,32144.0947443725,34470.7239065419
"Black spruce","7",1.5,59105.1361466976,59651.6744086739,64881.8515542677
"Other species","7",1.5,20171.9479532487,21611.7490200232,21637.7229895111
"All species","7",1.6,152469.861190456,156626.171188685,168145.768403248
"Jack pine","7",1.6,40674.3573531388,40945.1350429154,45210.0929420198
"Trembling aspen","7",1.6,31249.1258360151,32147.034555337,34452.9638343804
"Black spruce","7",1.6,59125.4976596189,59718.5125128306,64875.1848265353
"Other species","7",1.6,20187.0907128853,21629.1722993397,21629.5810341392
"All species","7",1.7,152516.087498259,156732.198069827,168106.728579591
"Jack pine","7",1.7,40661.4645634604,40941.9164805115,45211.8372377099
"Trembling aspen","7",1.7,31259.162664285,32158.5895995542,34436.2635214933
"Black spruce","7",1.7,59157.9823627169,59807.1771693187,64873.6399471903
"Other species","7",1.7,20208.7400873926,21652.7153371568,21624.3487219964
"All species","7",1.8,152598.130063259,156885.316215125,168079.692916545
"Jack pine","7",1.8,40656.3057911034,40946.4664295137,45215.9134859345
"Trembling aspen","7",1.8,31278.4541181659,32179.5270137692,34420.7896402496
"Black spruce","7",1.8,59204.1895206856,59918.1281693071,64877.358990959
"Other species","7",1.8,20237.2867303454,21682.1309946105,21622.2798556397
"All species","7",1.9,152719.411183622,157085.676966091,168065.139857603
"Jack pine","7",1.9,40659.9029645235,40959.4634992699,45222.3638187304
"Trembling aspen","7",1.9,31307.9374445094,32210.2356374518,34406.7080561982
"Black spruce","7",1.9,59265.2997676103,60050.822996789,64886.4001572767
"Other species","7",1.9,20272.8917928343,21717.017584322,21623.5882002364
"All species","7",2,152881.957277763,157331.656111127,168063.377650064
"Jack pine","7",2,40672.9006763332,40981.2380199143,45231.1914073937
"Trembling aspen","7",2,31348.1281290245,32250.6946306103,34394.1779758776
"Black spruce","7",2,59341.9730450287,60203.7592605725,64900.7292075861
"Other species","7",2,20315.4789202978,21756.8465570392,21628.4386456354
"All species","7.1",0,153243.318928503,158147.316455795,169799.243285639
"Jack pine","7.1",0,41032.102461389,41250.570922172,45385.9799064016
"Trembling aspen","7.1",0,31455.1564184806,32462.0078885768,34781.5990437584
"Black spruce","7.1",0,59266.6740333771,59921.0023870615,65404.9153952154
"Other species","7.1",0,20275.5833790526,21880.5977778991,21942.5652718164
"All species","7.1",0.1,153209.314696871,158011.691846431,169670.572504455
"Jack pine","7.1",0.1,41022.5556227777,41239.8814224252,45369.8600202467
"Trembling aspen","7.1",0.1,31447.3420040842,32441.2302440786,34761.7534889743
"Black spruce","7.1",0.1,59256.6846559199,59883.5381217908,65357.306998258
"Other species","7.1",0.1,20267.8033469842,21849.3572595504,21918.4141210924
"All species","7.1",0.2,153171.9782778,157874.47331696,169542.727140625
"Jack pine","7.1",0.2,41011.6166233478,41228.0188897092,45353.7638687719
"Trembling aspen","7.1",0.2,31438.6877434103,32419.8545270492,34741.5866965817
"Black spruce","7.1",0.2,59246.0541958897,59846.1545333536,65310.5554214958
"Other species","7.1",0.2,20259.4047210434,21818.1695483703,21894.3861928785
"All species","7.1",0.3,153131.020548615,157736.090784117,169416.146059196
"Jack pine","7.1",0.3,40999.0891702981,41214.825612657,45337.790880368
"Trembling aspen","7.1",0.3,31429.1006883961,32397.8416688929,34721.1373424911
"Black spruce","7.1",0.3,59234.7306937203,59809.0401612547,65264.8449498924
"Other species","7.1",0.3,20250.4156994452,21787.3143229633,21870.547680128
"All species","7.1",0.4,153086.190846948,157597.176700827,169291.311250551
"Jack pine","7.1",0.4,40984.7688969666,41200.1473938626,45322.0539041906
"Trembling aspen","7.1",0.4,31418.4936615504,32375.1780797045,34700.4489940833
"Black spruce","7.1",0.4,59222.6785228487,59772.4566679518,65220.3787529174
"Other species","7.1",0.4,20240.8936183493,21757.1414219013,21846.9782937114
"All species","7.1",0.5,153037.319372122,157458.601582934,169168.746600194
"Jack pine","7.1",0.5,40968.4546272556,41183.847361115,45306.6785143516
"Trembling aspen","7.1",0.5,31406.7965281446,32351.8881837042,34679.5700644259
"Black spruce","7.1",0.5,59209.8928686585,59736.7609523356,65177.3804047124
"Other species","7.1",0.5,20230.935331332,21728.0661294856,21823.7702241792
"All species","7.1",0.6,152984.379648321,157321.532789383,169049.016857151
"Jack pine","7.1",0.6,40949.9665545407,41165.8262828041,45291.8018717553
"Trembling aspen","7.1",0.6,31393.9723240816,32328.0500133884,34658.5539448548
"Black spruce","7.1",0.6,59196.4210368258,59702.4442361882,65136.0952502738
"Other species","7.1",0.6,20220.6903465581,21700.5617350148,21801.0276655379
"All species","7.1",0.7,152927.576040523,157187.520154249,168932.727501875
"Jack pine","7.1",0.7,40929.1733765005,41146.0505198299,45277.5713185859
"Trembling aspen","7.1",0.7,31380.0389575441,32303.814878514,34637.4594032135
"Black spruce","7.1",0.7,59182.392360407,59670.1879968766,65096.7913878354
"Other species","7.1",0.7,20210.3766488731,21675.1502804257,21778.8675033157
"All species","7.1",0.8,152867.459354877,157058.602294397,168820.525824179
"Jack pine","7.1",0.8,40906.0297396479,41124.5877997279,45264.1428931354
"Trembling aspen","7.1",0.8,31365.0971537424,32279.4321353548,34616.351320735
"Black spruce","7.1",0.8,59168.0577412925,59640.9299842255,65059.7598150492
"Other species","7.1",0.8,20200.2983928925,21652.39095267,21757.4214789136
"All species","7.1",0.9,152805.06804559,156937.41926213,168713.102954132
"Jack pine","7.1",0.9,40880.6233980966,41101.6491179347,45251.679887951
"Trembling aspen","7.1",0.9,31349.3650248505,32255.2792181052,34595.30182741
"Black spruce","7.1",0.9,59153.837919774,59615.9283682291,65025.3131313554
"Other species","7.1",0.9,20190.8633193544,21632.8655350073,21736.839811588
"All species","7.1",1,152742.082335406,156827.309431821,168611.195912593
"Jack pine","7.1",1,40853.2280505024,41077.6319126492,45240.3514487895
"Trembling aspen","7.1",1,31333.2182984059,32231.8945262719,34574.3918300301
"Black spruce","7.1",1,59140.3761304834,59596.8094789508,64993.7822829332
"Other species","7.1",1,20182.5958548779,21617.1610720895,21717.2957903501
"All species","7.1",1.1,152680.96496446,156732.358387121,168515.587994717
"Jack pine","7.1",1.1,40824.353475718,41053.155568629,45230.3310456213
"Trembling aspen","7.1",1.1,31317.2320687111,32210.0062625752,34553.7127591858
"Black spruce","7.1",1.1,59128.5862737807,59585.583183764,64965.5111957212
"Other species","7.1",1.1,20176.1401266713,21605.8499426539,21698.9901655762
"All species","7.1",1.2,152625.050473814,156657.358591899,168427.105140975
"Jack pine","7.1",1.2,40794.7809524883,41029.0773453961,45221.7944541481
"Trembling aspen","7.1",1.2,31302.2152637145,32190.5456734829,34533.3681466793
"Black spruce","7.1",1.2,59119.6836103078,59584.6084082784,64940.8495226188
"Other species","7.1",1.2,20172.2471352704,21599.4667288667,21682.1535247364
"All species","7.1",1.3,152578.542186704,156607.641928444,168346.605825351
"Jack pine","7.1",1.3,40765.5710204132,41006.477880608,45214.9167280812
"Trembling aspen","7.1",1.3,31289.2248268593,32174.6319140647,34513.4745499369
"Black spruce","7.1",1.3,59115.1836374784,59596.4924799845,64920.1438247098
"Other species","7.1",1.3,20171.7434169993,21598.4810953601,21667.0448148459
"All species","7.1",1.4,152546.38681632,156588.770322438,168274.96288247
"Jack pine","7.1",1.4,40738.0335877516,40986.6112317269,45209.8676854585
"Trembling aspen","7.1",1.4,31279.5460414957,32163.5203613653,34494.1614957433
